perfume_name,notes_score,season_score,day_night_score
My Way Floral,citrus(100.0) / white floral(96.1) / tuberose(64.3) / animalic(47.8) / sweet(45.1) / vanilla(44.6),winter(35.1) / spring(21.8) / summer(5.4) / fall(21.4),day(100.0) / night(86.2)
Soir de Lune,honey(100.0) / earthy(94.6) / mossy(94.1) / woody(89.6) / floral(85.5) / fresh spicy(82.4) / rose(79.9) / sweet(77.3) / powdery(76.5) / patchouli(65.4),winter(7.4) / spring(43.0) / summer(3.0) / fall(90.2),day(50.9) / night(25.7)
Addictive Vibration,floral(100.0) / honey(83.3) / sweet(77.9) / white floral(59.7) / musky(55.0) / powdery(52.5) / animalic(45.0) / citrus(44.8),winter(31.2) / spring(27.0) / summer(4.2) / fall(83.1),day(81.6) / night(40.4)
Tuberosa,white floral(100.0) / tuberose(59.0) / amber(52.4) / powdery(50.6) / animalic(47.5) / violet(46.5) / woody(44.9),winter(31.9) / spring(8.5) / summer(19.1) / fall(58.0),day(98.0) / night(58.0)
Portrait Much Ado About the Duke,woody(100.0) / rose(93.9) / fresh spicy(81.5) / aromatic(72.2) / leather(53.4) / warm spicy(50.6) / floral(49.2) / herbal(48.5),winter(36.8) / spring(23.4) / summer(4.4) / fall(71.8),day(94.4) / night(47.3)
Poudre,powdery(100.0) / violet(77.2) / iris(77.2) / vanilla(56.7) / floral(51.2) / earthy(48.9) / white floral(45.7) / rose(45.7) / musky(45.7),winter(0.0) / spring(0.0) / summer(0.0) / fall(100.0),day(100.0) / night(0.0)
Soleil Brulent,amber(100.0) / citrus(64.1) / woody(62.4) / honey(56.3) / sweet(54.5) / white floral(49.9) / animalic(47.0) / fresh spicy(45.7) / balsamic(45.3),winter(43.9) / spring(52.8) / summer(12.3) / fall(54.4),day(63.4) / night(91.0)
J'adore Roller Pearl,white floral(100.0) / yellow floral(60.1) / rose(52.8) / sweet(50.4) / tuberose(50.3) / floral(47.0),winter(27.0) / spring(12.4) / summer(7.9) / fall(50.0),day(96.2) / night(73.8)
J'adore Roller Pearl,white floral(100.0) / yellow floral(60.1) / rose(52.8) / sweet(50.4) / tuberose(50.3) / floral(47.0),winter(27.0) / spring(12.4) / summer(7.9) / fall(50.0),day(96.2) / night(73.8)
312 Saint-Honoré,musky(100.0) / amber(73.1) / powdery(66.3) / white floral(57.7) / iris(56.0) / sweet(53.5) / soft spicy(46.0) / animalic(44.5),winter(49.6) / spring(34.4) / summer(14.8) / fall(42.9),day(100.0) / night(80.3)
24 Faubourg,white floral(100.0) / floral(69.6) / citrus(68.9) / woody(63.0) / sweet(63.0) / powdery(54.2) / fresh spicy(53.7) / green(51.9) / amber(51.8) / yellow floral(46.5),winter(7.7) / spring(44.5) / summer(1.7) / fall(85.4),day(55.6) / night(30.1)
Luxo Wood,warm spicy(100.0) / vanilla(83.2) / amber(79.9) / woody(63.3) / cinnamon(55.8) / sweet(55.2) / tobacco(54.1) / patchouli(50.8) / aromatic(49.3) / balsamic(49.2),winter(16.3) / spring(10.9) / summer(18.5) / fall(100.0),day(57.4) / night(13.9)
Maresiala,woody(100.0) / earthy(64.2) / mossy(61.2) / patchouli(60.8) / warm spicy(51.3) / citrus(45.1),winter(9.2) / spring(15.8) / summer(1.7) / fall(72.6),day(62.9) / night(33.9)
Metalique,vanilla(100.0) / aldehydic(83.0) / powdery(75.0) / floral(68.9) / fresh(61.8) / balsamic(60.1) / woody(54.3) / musky(52.3) / sweet(49.1) / amber(45.3),winter(31.2) / spring(54.6) / summer(11.5) / fall(86.3),day(79.9) / night(46.0)
Ocean Leather,aromatic(100.0) / fresh spicy(66.6) / citrus(65.8) / woody(61.8) / herbal(60.5) / green(53.7) / leather(50.2) / violet(47.4) / powdery(45.6) / soft spicy(44.3),winter(47.5) / spring(15.2) / summer(7.9) / fall(14.3),day(90.3) / night(100.0)
Rose on Ice Refill,ozonic(100.0) / aquatic(86.0) / aromatic(67.2) / green(66.1) / woody(61.1) / rose(59.7) / fresh spicy(57.2) / citrus(56.2) / musky(54.5) / powdery(46.0),winter(56.0) / spring(52.3) / summer(21.4) / fall(20.7),day(92.5) / night(100.0)
Guilty Intense Pour Femme,woody(100.0) / fruity(92.8) / sweet(87.5) / patchouli(83.7) / violet(81.3) / powdery(74.9) / tuberose(66.5) / earthy(66.4) / yellow floral(61.6) / vanilla(60.1),winter(36.5) / spring(27.1) / summer(9.7) / fall(95.3),day(50.4) / night(25.5)
Guilty Pour Femme,vanilla(100.0) / white floral(89.3) / warm spicy(76.0) / powdery(72.2) / iris(66.6) / amber(65.0) / floral(61.5) / citrus(59.7) / fresh spicy(59.5) / sweet(59.3),winter(15.2) / spring(10.1) / summer(8.8) / fall(95.6),day(96.1) / night(43.9)
G.E.R.,aromatic(100.0) / fresh spicy(97.7) / green(78.8) / warm spicy(68.9) / rose(51.4) / amber(50.0) / anis(48.9) / herbal(47.4) / soft spicy(47.0) / powdery(46.0),winter(21.5) / spring(31.6) / summer(4.5) / fall(20.5),day(95.4) / night(100.0)
Crystal,,winter(45.7) / spring(22.9) / summer(25.7) / fall(84.2),day(50.0) / night(31.6)
Idol Now,rose(100.0) / floral(83.9) / vanilla(82.2) / powdery(59.8) / sweet(59.3),winter(51.5) / spring(34.1) / summer(8.2) / fall(53.0),day(100.0) / night(72.5)
Armani Code Femme,white floral(100.0) / vanilla(74.6) / citrus(62.8) / tuberose(55.0) / sweet(53.6) / powdery(44.3),winter(17.0) / spring(33.6) / summer(2.2) / fall(92.4),day(46.7) / night(41.5)
Magnetic Blend 7,musky(100.0) / powdery(65.0) / animalic(40.5) / sweet(37.0),winter(48.6) / spring(35.4) / summer(6.9) / fall(84.7),day(80.6) / night(64.5)
Addict,floral(100.0) / honey(83.3) / sweet(77.9) / white floral(59.7) / musky(55.0) / powdery(52.5) / animalic(45.0) / citrus(44.8),winter(31.2) / spring(27.0) / summer(4.2) / fall(83.1),day(81.6) / night(40.4)
Strawberry,fruity(100.0) / sweet(96.3) / earthy(52.5) / amber(49.1) / floral(49.1) / vanilla(46.4),winter(50.2) / spring(30.4) / summer(9.7) / fall(18.8),day(100.0) / night(95.4)
Tiffany Sheer,musky(100.0) / powdery(96.8) / iris(83.0) / fruity(75.5) / woody(70.0) / rose(66.8) / floral(58.4) / aromatic(58.2) / violet(56.5) / green(56.4),winter(41.9) / spring(33.3) / summer(2.9) / fall(17.4),day(97.3) / night(87.2)
Elixir de Mervaille,amber(100.0) / woody(84.3) / balsamic(71.0) / citrus(57.4) / sweet(49.0) / warm spicy(45.4) / caramel(45.4) / vanilla(44.4),winter(8.7) / spring(32.6) / summer(2.5) / fall(100.0),day(37.5) / night(30.2)
Lusa,leather(100.0) / warm spicy(75.2) / animalic(67.9) / oud(59.2) / fresh spicy(57.7) / smoky(47.5) / citrus(44.6) / amber(44.6) / metallic(44.6),winter(20.0) / spring(20.0) / summer(0.0) / fall(100.0),day(50.0) / night(25.0)
La Vie Belle Iris Absolute,sweet(100.0) / vanilla(80.7) / woody(72.2) / fruity(72.1) / iris(67.0) / powdery(61.6) / amber(60.9) / white floral(54.1) / violet(48.5) / balsamic(47.3),winter(6.5) / spring(29.8) / summer(3.0) / fall(100.0),day(34.9) / night(15.5)
Zest Mandarin,citrus(100.0) / green(74.9) / fresh spicy(60.1) / musky(59.5) / white floral(56.1) / fresh(54.9) / powdery(54.6) / woody(52.0) / fruity(49.8) / floral(46.3),winter(8.8) / spring(89.5) / summer(0.0) / fall(9.8),day(76.5) / night(78.4)
Joy by Dior Intense,vanilla(100.0) / white floral(89.3) / powdery(86.0) / citrus(77.5) / rose(74.8) / musky(74.1) / woody(68.3) / floral(62.9) / aromatic(57.5) / sweet(57.5),winter(36.7) / spring(41.9) / summer(5.6) / fall(74.3),day(89.6) / night(51.9)
Coco Mademoiselle Eau de Toiletry Refill Spray,citrus(100.0) / patchouli(61.9) / woody(61.3) / fresh spicy(52.8) / earthy(51.1) / rose(51.1) / aromatic(50.7) / white floral(46.9) / warm spicy(45.9) / fruity(44.7),winter(6.2) / spring(23.1) / summer(1.0) / fall(56.2),day(85.2) / night(51.5)
Atelier de Fleurs Hibiscus Abelmoscus,floral(100.0) / fresh spicy(56.2) / musky(47.5),winter(43.2) / spring(25.0) / summer(2.3) / fall(24.3),day(100.0) / night(97.3)
Legacy of Petra,amber(100.0) / soft spicy(78.2) / warm spicy(59.6) / balsamic(58.7) / sweet(57.4) / vanilla(56.7) / woody(52.1) / fresh spicy(49.9) / anis(47.8) / aromatic(47.3),winter(28.2) / spring(22.2) / summer(7.2) / fall(94.2),day(29.8) / night(18.8)
For Her Musk Noir Rose,musky(100.0) / fruity(86.6) / sweet(81.2) / vanilla(80.2) / rose(77.9) / powdery(77.1) / tuberose(59.4) / soft spicy(53.6) / white floral(53.5) / animalic(48.1),winter(24.2) / spring(14.7) / summer(3.4) / fall(84.3),day(73.7) / night(35.2)
Hero for Men,fresh spicy(100.0) / woody(100.0) / warm spicy(96.5) / aromatic(86.0) / rose(65.0) / herbal(58.0),winter(25.0) / spring(0.0) / summer(0.0) / fall(0.0),day(80.0) / night(100.0)
Blackberry & Bay Gift Package,fruity(100.0) / rose(82.7) / amber(81.1) / sweet(58.0) / violet(44.0),winter(2.7) / spring(23.0) / summer(0.0) / fall(88.7),day(54.7) / night(35.8)
Tabac Rose,sweet(100.0) / rose(96.6) / warm spicy(84.9) / fruity(79.3) / tobacco(76.8) / chocolate(63.9) / cinnamon(57.2) / patchouli(53.8) / woody(50.3) / amber(50.2),winter(25.8) / spring(20.0) / summer(7.7) / fall(98.8),day(40.3) / night(15.3)
High Frequency,floral(100.0) / almond(74.5) / fresh(54.1) / nutty(53.9) / fruity(51.2) / green(45.6) / sweet(45.5) / vanilla(44.5),winter(35.0) / spring(31.5) / summer(6.5) / fall(88.9),day(96.5) / night(43.7)
Luna Rossa,amber(100.0) / musky(92.6) / woody(72.6) / powdery(72.5) / vanilla(66.3) / aromatic(65.1) / balsamic(62.3) / sweet(60.3) / warm spicy(58.8) / patchouli(51.2),winter(13.5) / spring(9.3) / summer(2.4) / fall(100.0),day(61.8) / night(20.4)
Irresistible,sweet(100.0) / vanilla(75.7) / almond(71.9) / caramel(62.0) / nutty(49.1) / fruity(45.9) / powdery(44.6),winter(23.5) / spring(17.6) / summer(17.6) / fall(50.0),day(33.3) / night(16.7)
Chloe Signature Naturalelle Intense,rose(100.0) / citrus(95.4) / floral(87.0) / yellow floral(78.5) / woody(74.7) / powdery(69.1) / fruity(64.9) / green(49.3) / sweet(48.6) / fresh(48.0),winter(48.0) / spring(47.7) / summer(10.0) / fall(16.4),day(100.0) / night(76.2)
Aqua Allegoria Granada Salvia,woody(100.0) / aromatic(88.3) / fruity(85.2) / citrus(82.2) / fresh spicy(70.3) / soft spicy(56.5) / herbal(52.0) / musky(51.9) / rose(48.3) / floral(47.5),winter(25.9) / spring(16.5) / summer(1.6) / fall(12.4),day(83.2) / night(100.0)
Opoponax,amber(100.0) / balsamic(60.2) / sweet(51.1) / woody(43.2) / warm spicy(38.5),winter(24.2) / spring(18.2) / summer(0.0) / fall(84.6),day(43.6) / night(30.8)
Inverness,woody(100.0) / powdery(63.1) / iris(53.8) / aromatic(52.4) / warm spicy(41.9),winter(41.6) / spring(13.9) / summer(5.4) / fall(83.4),day(74.2) / night(23.9)
French Bouquet,woody(100.0) / aldehydic(83.7) / white floral(78.1) / aromatic(77.5) / amber(72.9) / fresh(70.8) / powdery(64.8) / sweet(61.9) / rose(61.1) / citrus(59.4),winter(58.8) / spring(58.8) / summer(33.8) / fall(96.9),day(92.3) / night(58.5)
Grapefruit,citrus(100.0) / aromatic(98.0) / fresh spicy(77.6) / woody(71.5) / earthy(60.9) / green(55.0) / mossy(49.9),winter(15.6) / spring(41.4) / summer(3.5) / fall(13.6),day(64.1) / night(97.3)
Legendary Mitsuko,woody(100.0) / warm spicy(94.6) / white floral(83.8) / earthy(83.8) / rose(83.8) / patchouli(83.8) / aromatic(67.7) / fruity(67.7) / floral(56.9) / sweet(46.2),winter(0.0) / spring(0.0) / summer(0.0) / fall(0.0),day(0.0) / night(0.0)
Mystic Experience,woody(100.0) / amber(94.7) / powdery(93.4) / warm spicy(86.1) / coffee(82.6) / musky(76.0) / mossy(58.6) / earthy(50.0) / animalic(49.8),winter(43.7) / spring(23.8) / summer(4.8) / fall(96.9),day(34.0) / night(15.2)
Miu Miu Twist,floral(100.0) / woody(95.6) / powdery(80.2) / fruity(79.1) / amber(78.2) / citrus(77.4) / fresh(63.2) / aromatic(56.4) / musky(55.4) / sweet(55.1),winter(28.0) / spring(29.2) / summer(3.5) / fall(19.3),day(100.0) / night(75.0)
Red Rose,rose(100.0) / floral(51.0) / citrus(50.2) / beeswax(45.6) / green(44.8),winter(23.1) / spring(48.5) / summer(3.7) / fall(34.9),day(98.3) / night(63.0)
Eau de Ombre Leather,white floral(100.0) / woody(100.0) / leather(65.0) / tobacco(65.0) / ozonic(63.2) / aquatic(54.5) / animalic(51.0) / sweet(47.5) / floral(44.0),winter(50.0) / spring(0.0) / summer(0.0) / fall(100.0),day(75.0) / night(0.0)
Miu Miu L'Oise,white floral(100.0) / green(89.5) / fresh(61.7) / rose(58.7) / woody(57.7) / oud(57.0) / citrus(56.4) / floral(53.7) / musky(45.2),winter(15.0) / spring(45.6) / summer(2.8) / fall(19.6),day(97.8) / night(63.0)
Lalibela,white floral(100.0) / floral(44.4) / fresh(37.0) / animalic(33.6) / vanilla(30.5),winter(30.1) / spring(32.4) / summer(4.8) / fall(63.2),day(81.5) / night(53.5)
Pan Your Flames Extraté de Parfum,amber(100.0) / woody(93.4) / warm spicy(85.3) / vanilla(82.1) / rum(65.6) / cacao(64.3) / balsamic(60.7) / aromatic(58.1) / green(55.0) / sweet(53.7),winter(86.8) / spring(66.0) / summer(27.8) / fall(89.8),day(23.9) / night(9.8)
Pleasure for Men,warm spicy(100.0) / caramel(63.4) / vanilla(58.3) / sweet(58.3) / powdery(54.6) / aromatic(52.3) / woody(52.1) / musky(51.5) / coffee(46.7) / cinnamon(46.0),winter(27.0) / spring(10.0) / summer(25.2) / fall(98.5),day(39.3) / night(17.3)
For Her Forever,white floral(100.0) / floral(72.2) / musky(69.3) / lactonic(51.6) / powdery(49.7) / animalic(49.0) / patchouli(47.5) / tropical(47.0) / fruity(46.9) / tuberose(46.3),winter(39.2) / spring(22.0) / summer(5.5) / fall(59.5),day(100.0) / night(67.1)
Dolce Vita,warm spicy(100.0) / woody(94.5) / powdery(86.3) / vanilla(79.9) / fruity(73.3) / cinnamon(66.6) / sweet(65.4) / citrus(56.3) / aromatic(53.9) / balsamic(50.5),winter(6.6) / spring(33.4) / summer(1.3) / fall(92.7),day(56.7) / night(41.1)
Coco Mademoiselle Eau Toilette Refill Spray,citrus(100.0) / patchouli(61.9) / woody(61.3) / fresh spicy(52.8) / earthy(51.1) / rose(51.1) / aromatic(50.7) / white floral(46.9) / warm spicy(45.9) / fruity(44.7),winter(6.2) / spring(23.1) / summer(1.0) / fall(56.2),day(85.2) / night(51.5)
Miu Miu,white floral(100.0) / green(89.5) / fresh(61.7) / rose(58.7) / woody(57.7) / oud(57.0) / citrus(56.4) / floral(53.7) / musky(45.2),winter(15.0) / spring(45.6) / summer(2.8) / fall(19.6),day(97.8) / night(63.0)
Cee,citrus(100.0) / vanilla(100.0) / woody(90.7) / aromatic(69.7) / powdery(67.3) / warm spicy(62.7) / sweet(60.3) / floral(53.3) / fresh spicy(48.7) / balsamic(47.5),winter(0.0) / spring(100.0) / summer(0.0) / fall(100.0),day(100.0) / night(0.0)
Tuberosa Extra de Parfum,white floral(100.0) / fruity(74.5) / tuberose(62.9) / citrus(58.5) / fresh(55.2) / amber(51.6) / green(51.4) / sweet(50.4) / animalic(48.6) / vanilla(48.3),winter(56.6) / spring(52.5) / summer(8.1) / fall(63.5),day(86.5) / night(51.0)
Eau Sauvage Extreme Intense,aromatic(100.0) / citrus(78.5) / fresh spicy(77.5) / woody(66.6) / green(60.6) / earthy(52.4) / lavender(48.7) / mossy(44.9),winter(25.3) / spring(12.4) / summer(1.8) / fall(54.2),day(100.0) / night(81.0)
Diorella,citrus(100.0) / green(93.3) / aromatic(88.8) / white floral(81.2) / earthy(77.4) / fresh spicy(71.4) / mossy(71.2) / fruity(70.3) / woody(69.0) / floral(64.0),winter(5.3) / spring(24.2) / summer(0.8) / fall(24.8),day(91.7) / night(61.6)
Chams Eau de,citrus(100.0) / woody(80.6) / powdery(66.5) / amber(63.4) / balsamic(58.7) / vanilla(54.8) / animalic(53.2) / aromatic(52.4) / musky(52.3) / smoky(50.2),winter(0.0) / spring(15.6) / summer(0.0) / fall(95.8),day(54.2) / night(58.3)
L'Eves d'Carre,earthy(100.0) / ozonic(89.9) / aromatic(78.2) / green(65.0) / fresh(58.0) / woody(54.1) / white floral(45.6),winter(36.4) / spring(0.0) / summer(9.1) / fall(22.2),day(100.0) / night(77.8)
24 Faubourg,white floral(100.0) / floral(69.6) / citrus(68.9) / woody(63.0) / sweet(63.0) / powdery(54.2) / fresh spicy(53.7) / green(51.9) / amber(51.8) / yellow floral(46.5),winter(7.7) / spring(44.5) / summer(1.7) / fall(85.4),day(55.6) / night(30.1)
Cannabis Perfume Oil,citrus(100.0) / patchouli(87.9) / woody(83.1) / warm spicy(79.2) / fresh spicy(77.8) / sweet(54.6) / earthy(53.2) / fruity(53.2) / balsamic(49.3) / aromatic(45.9),winter(13.5) / spring(25.0) / summer(1.9) / fall(50.0),day(94.4) / night(91.7)
No. 5 Refill Spray,green(100.0) / woody(69.5) / white floral(67.2) / yellow floral(63.9) / aromatic(63.7) / iris(60.9) / earthy(53.8) / powdery(53.0) / fresh(52.9) / rose(51.9),winter(11.2) / spring(28.6) / summer(2.0) / fall(36.8),day(100.0) / night(57.5)
L'Eves Daria,sweet(100.0) / vanilla(88.9) / warm spicy(79.9) / tobacco(64.2) / amber(59.3) / fruity(52.7) / powdery(48.9),winter(7.7) / spring(32.7) / summer(3.8) / fall(100.0),day(11.3) / night(5.7)
La Vie Belle Soleil Crystal,vanilla(100.0) / coconut(94.3) / sweet(93.9) / citrus(72.5) / white floral(69.8) / powdery(63.6) / yellow floral(61.2) / woody(60.2) / iris(58.3) / lactonic(52.5),winter(42.7) / spring(40.2) / summer(11.3) / fall(37.8),day(84.0) / night(95.5)
Soars d'Orient,white floral(100.0) / sweet(77.3) / honey(73.1) / citrus(61.1) / fruity(58.6) / floral(51.6) / patchouli(48.5) / animalic(45.7) / amber(45.3),winter(14.3) / spring(57.9) / summer(3.3) / fall(92.3),day(49.6) / night(30.9)
Soars d'Orient,white floral(100.0) / sweet(77.3) / honey(73.1) / citrus(61.1) / fruity(58.6) / floral(51.6) / patchouli(48.5) / animalic(45.7) / amber(45.3),winter(14.3) / spring(57.9) / summer(3.3) / fall(92.3),day(49.6) / night(30.9)
Dark Rum Perfume Oil,sweet(100.0) / woody(56.1) / tropical(55.0) / coconut(50.2) / fruity(50.0) / rum(46.1),winter(25.0) / spring(25.0) / summer(5.0) / fall(25.0),day(50.0) / night(100.0)
Higher,aromatic(100.0) / fresh spicy(91.9) / fruity(80.3) / woody(69.0) / sweet(61.5) / green(55.5) / fresh(54.5) / citrus(54.0) / musky(48.9) / aquatic(48.1),winter(8.9) / spring(18.9) / summer(1.2) / fall(15.9),day(84.4) / night(92.0)
Leather Perfume Oil,floral(100.0) / patchouli(100.0) / green(76.7) / leather(76.7) / woody(72.0) / warm spicy(65.0) / earthy(58.0) / animalic(53.3) / balsamic(51.0),winter(0.0) / spring(100.0) / summer(0.0) / fall(0.0),day(100.0) / night(0.0)
Escale Portofino,citrus(100.0) / aromatic(79.1) / fresh spicy(62.9) / woody(62.1) / white floral(52.6) / green(49.0),winter(8.7) / spring(25.1) / summer(0.5) / fall(6.1),day(46.1) / night(100.0)
Cinnabar,warm spicy(100.0) / amber(72.4) / woody(47.8) / balsamic(47.3) / powdery(46.4) / cinnamon(45.6),winter(4.8) / spring(42.0) / summer(3.0) / fall(100.0),day(16.4) / night(13.8)
Twist,citrus(100.0) / sweet(69.3) / fresh spicy(60.2) / woody(57.8) / floral(54.2) / fruity(53.2) / green(50.9) / powdery(48.0) / coconut(47.0) / conifer(45.9),winter(16.7) / spring(45.8) / summer(8.3) / fall(16.7),day(94.4) / night(100.0)
Eau Fresh,aromatic(100.0) / woody(70.1) / citrus(62.6) / fresh spicy(61.2) / green(45.5) / white floral(45.3) / herbal(44.5),winter(2.7) / spring(10.8) / summer(2.7) / fall(13.8),day(69.0) / night(79.3)
Idol Aura,woody(100.0) / warm spicy(89.2) / amber(83.5) / aromatic(77.2) / vanilla(76.7) / fresh spicy(68.7) / sweet(58.5) / balsamic(56.7) / oud(52.8) / powdery(48.2),winter(42.9) / spring(28.6) / summer(28.6) / fall(77.8),day(55.6) / night(33.3)
Sensuous,woody(100.0) / honey(60.0) / amber(53.0) / warm spicy(52.6) / powdery(52.3) / fresh spicy(51.9) / floral(51.4) / white floral(51.4) / sweet(50.4),winter(7.4) / spring(38.1) / summer(1.9) / fall(87.8),day(38.2) / night(25.9)
Magic Noir,woody(100.0) / green(93.9) / earthy(82.8) / aromatic(78.4) / amber(78.1) / warm spicy(74.7) / mossy(66.3) / balsamic(62.6) / powdery(62.5) / animalic(60.5),winter(5.2) / spring(35.5) / summer(1.8) / fall(84.8),day(28.2) / night(15.6)
Brain Dead X Cannabis Perfume Oil Limited Edition,fresh spicy(100.0) / warm spicy(90.8) / sweet(86.9) / cacao(66.4) / chocolate(60.2) / earthy(55.7),winter(10.5) / spring(31.6) / summer(36.8) / fall(92.3),day(30.8) / night(19.2)
L'Eau Réveis Design,aromatic(100.0) / white floral(99.1) / woody(95.7) / fresh spicy(70.8) / citrus(69.0) / green(65.8) / leather(63.0) / amber(53.7) / animalic(52.7) / smoky(51.0),winter(6.8) / spring(13.5) / summer(6.8) / fall(44.4),day(62.2) / night(42.2)
Aliage Sport,woody(100.0) / earthy(82.9) / mossy(73.4) / aromatic(68.4) / citrus(60.8) / fresh spicy(53.1) / white floral(47.4) / rose(44.5),winter(2.3) / spring(19.3) / summer(0.0) / fall(54.2),day(74.6) / night(61.0)
J'adore Roller Pearl Infinissime,white floral(100.0) / yellow floral(60.1) / rose(52.8) / sweet(50.4) / tuberose(50.3) / floral(47.0),winter(27.0) / spring(12.4) / summer(7.9) / fall(50.0),day(96.2) / night(73.8)
Sea Refill,floral(100.0) / white floral(75.7) / marine(68.6) / fresh(64.1) / fruity(56.3) / rose(53.6) / aromatic(53.2) / musky(48.9) / green(47.1) / soft spicy(46.1),winter(8.0) / spring(35.2) / summer(2.3) / fall(14.7),day(73.3) / night(87.3)
Dior Essence,warm spicy(100.0) / woody(88.1) / earthy(87.3) / mossy(71.1) / aromatic(71.0) / amber(68.6) / green(66.3) / floral(64.7) / fresh spicy(63.3) / patchouli(62.5),winter(3.9) / spring(18.8) / summer(0.8) / fall(81.5),day(55.6) / night(28.7)
EST. Super,aromatic(100.0) / green(93.1) / woody(93.0) / citrus(90.9) / earthy(81.7) / fresh spicy(80.4) / soft spicy(65.7) / mossy(64.8) / herbal(47.8) / fresh(47.8),winter(0.0) / spring(0.0) / summer(0.0) / fall(33.3),day(100.0) / night(33.3)
